timestamp,value,date
2025-06-01 18:13:13,53.9,2025-06-01
2025-06-01 22:03:34,56.2,2025-06-01
2025-06-01 03:01:22,21.2,2025-06-01
2025-06-01 15:24:56,95.9,2025-06-01
2025-06-01 16:03:48,40.0,2025-06-01
2025-06-01 00:11:52,13.1,2025-06-01
2025-06-01 19:52:49,95.2,2025-06-01
2025-06-01 11:27:35,53.8,2025-06-01
2025-06-01 09:22:51,85.8,2025-06-01
2025-06-01 03:16:10,57.5,2025-06-01
2025-06-01 03:52:57,89.7,2025-06-01
2025-06-01 01:00:22,48.6,2025-06-01
2025-06-01 20:00:22,38.6,2025-06-01
2025-06-01 08:39:50,36.2,2025-06-01
2025-06-01 00:36:56,78.1,2025-06-01
2025-06-01 05:51:24,61.2,2025-06-01
2025-06-01 15:38:46,63.6,2025-06-01
2025-06-01 08:48:23,3.3,2025-06-01
2025-06-01 13:13:44,30.2,2025-06-01
2025-06-01 01:20:02,65.2,2025-06-01
2025-06-01 18:21:55,36.4,2025-06-01
2025-06-01 02:13:03,10.7,2025-06-01
2025-06-01 09:27:22,3.4,2025-06-01
2025-06-01 03:29:51,8.7,2025-06-01
2025-06-01 05:31:23,60.0,2025-06-01
2025-06-01 04:48:24,60.0,2025-06-01
2025-06-01 08:04:22,58.9,2025-06-01
2025-06-01 14:12:28,1.2,2025-06-01
2025-06-01 11:40:49,74.4,2025-06-01
2025-06-01 00:41:51,41.0,2025-06-01
2025-06-01 23:46:23,21.9,2025-06-01
2025-06-01 11:33:26,38.6,2025-06-01
2025-06-01 17:17:44,60.8,2025-06-01
2025-06-01 12:29:43,88.9,2025-06-01
2025-06-01 00:10:30,57.4,2025-06-01
2025-06-01 11:39:29,12.7,2025-06-01
2025-06-01 04:38:36,7.2,2025-06-01
2025-06-01 09:19:48,64.3,2025-06-01
2025-06-01 14:16:52,48.3,2025-06-01
2025-06-01 01:22:40,85.8,2025-06-01
2025-06-01 04:40:22,33.3,2025-06-01
2025-06-01 17:46:47,32.7,2025-06-01
2025-06-01 23:22:01,74.1,2025-06-01
2025-06-01 13:51:20,38.4,2025-06-01
2025-06-01 08:12:00,82.4,2025-06-01
2025-06-01 00:43:00,34.0,2025-06-01
2025-06-01 00:24:47,44.4,2025-06-01
2025-06-01 09:17:25,80.9,2025-06-01
2025-06-01 23:29:17,81.3,2025-06-01
2025-06-01 00:33:40,85.1,2025-06-01
2025-06-01 11:13:31,50.6,2025-06-01
2025-06-01 23:16:40,57.0,2025-06-01
2025-06-01 11:07:39,37.2,2025-06-01
2025-06-01 18:18:49,42.4,2025-06-01
2025-06-01 04:17:34,32.5,2025-06-01
2025-06-01 16:00:42,11.0,2025-06-01
2025-06-01 22:01:01,48.5,2025-06-01
2025-06-01 17:21:09,80.5,2025-06-01
2025-06-01 15:35:01,31.1,2025-06-01
2025-06-01 16:30:58,29.5,2025-06-01
2025-06-01 02:56:28,53.3,2025-06-01
2025-06-01 00:49:24,33.4,2025-06-01
2025-06-01 15:42:55,7.6,2025-06-01
2025-06-01 08:29:34,67.2,2025-06-01
2025-06-01 14:00:50,57.2,2025-06-01
2025-06-01 23:13:30,61.5,2025-06-01
2025-06-01 01:03:42,32.5,2025-06-01
2025-06-01 10:19:53,90.0,2025-06-01
2025-06-01 17:33:40,32.4,2025-06-01
2025-06-01 02:09:05,93.5,2025-06-01
2025-06-01 08:59:40,47.0,2025-06-01
2025-06-01 23:19:42,58.2,2025-06-01
2025-06-01 17:03:02,80.9,2025-06-01
2025-06-01 11:57:12,56.5,2025-06-01
2025-06-01 02:03:06,76.4,2025-06-01
2025-06-01 18:12:37,19.4,2025-06-01
2025-06-01 22:33:25,78.7,2025-06-01
2025-06-01 20:57:05,42.4,2025-06-01
2025-06-01 16:21:04,60.7,2025-06-01
2025-06-01 11:34:21,59.0,2025-06-01
2025-06-01 18:26:07,67.0,2025-06-01
2025-06-01 23:57:32,64.4,2025-06-01
2025-06-01 18:41:35,27.4,2025-06-01
2025-06-01 06:55:04,46.4,2025-06-01
2025-06-01 03:40:12,20.3,2025-06-01
2025-06-01 06:14:49,6.0,2025-06-01
2025-06-01 03:21:52,68.6,2025-06-01
2025-06-01 22:54:00,67.4,2025-06-01
2025-06-01 19:22:01,16.8,2025-06-01
2025-06-01 01:31:45,93.5,2025-06-01
2025-06-01 09:16:13,46.1,2025-06-01
2025-06-01 09:56:02,71.8,2025-06-01
2025-06-01 11:15:39,24.5,2025-06-01
2025-06-01 19:34:16,0.1,2025-06-01
2025-06-01 01:47:04,38.3,2025-06-01
2025-06-01 16:31:51,49.9,2025-06-01
2025-06-01 12:02:44,62.5,2025-06-01
2025-06-01 20:11:49,26.5,2025-06-01
2025-06-01 16:26:36,31.6,2025-06-01
2025-06-01 10:46:07,75.0,2025-06-01
2025-06-01 14:12:54,43.5,2025-06-01
2025-06-01 21:29:01,15.9,2025-06-01
2025-06-01 15:55:34,17.0,2025-06-01
2025-06-01 11:17:20,19.5,2025-06-01
2025-06-01 13:59:13,61.5,2025-06-01
2025-06-01 21:29:56,21.0,2025-06-01
2025-06-01 12:26:57,11.4,2025-06-01
2025-06-01 17:26:48,17.3,2025-06-01
2025-06-01 20:50:23,47.3,2025-06-01
2025-06-01 21:41:16,83.2,2025-06-01
2025-06-01 12:18:01,22.0,2025-06-01
2025-06-01 17:46:07,58.7,2025-06-01
2025-06-01 10:57:44,66.0,2025-06-01
2025-06-01 16:13:31,25.2,2025-06-01
2025-06-01 02:24:43,76.6,2025-06-01
2025-06-01 14:25:54,95.1,2025-06-01
2025-06-01 06:23:12,72.4,2025-06-01
2025-06-01 02:15:13,28.8,2025-06-01
2025-06-01 20:56:44,29.2,2025-06-01
2025-06-01 12:27:06,15.0,2025-06-01
2025-06-01 22:09:28,62.4,2025-06-01
2025-06-01 14:44:46,60.3,2025-06-01
2025-06-01 12:14:06,34.8,2025-06-01
2025-06-01 12:03:42,89.3,2025-06-01
2025-06-01 05:33:42,60.9,2025-06-01
2025-06-01 13:59:16,48.8,2025-06-01
2025-06-01 06:13:21,69.2,2025-06-01
2025-06-01 16:17:11,70.6,2025-06-01
2025-06-01 09:21:28,56.3,2025-06-01
2025-06-01 08:26:29,29.5,2025-06-01
2025-06-01 20:08:49,62.2,2025-06-01
2025-06-01 02:16:08,1.8,2025-06-01
2025-06-01 19:54:39,13.4,2025-06-01
2025-06-01 03:33:36,22.5,2025-06-01
2025-06-01 11:28:58,40.1,2025-06-01
2025-06-01 06:21:40,57.1,2025-06-01
2025-06-01 22:06:01,36.2,2025-06-01
2025-06-01 17:07:23,72.9,2025-06-01
2025-06-01 04:15:44,70.9,2025-06-01
2025-06-01 22:35:37,35.7,2025-06-01
2025-06-01 16:51:36,23.9,2025-06-01
2025-06-01 19:53:22,17.6,2025-06-01
2025-06-01 08:09:36,58.7,2025-06-01
2025-06-01 16:13:36,70.4,2025-06-01
2025-06-01 08:05:04,54.6,2025-06-01
2025-06-01 15:41:45,62.1,2025-06-01
2025-06-01 00:30:06,68.9,2025-06-01
2025-06-01 23:54:19,83.0,2025-06-01
2025-06-01 09:06:24,84.4,2025-06-01
2025-06-01 22:14:39,94.7,2025-06-01
2025-06-01 11:32:33,91.2,2025-06-01
2025-06-01 06:22:36,56.4,2025-06-01
2025-06-01 16:13:34,65.4,2025-06-01
2025-06-01 16:32:29,0.2,2025-06-01
2025-06-01 00:18:11,97.1,2025-06-01
2025-06-01 04:56:33,73.1,2025-06-01
2025-06-01 14:38:18,79.7,2025-06-01
2025-06-01 03:17:32,62.0,2025-06-01
2025-06-01 23:26:26,54.5,2025-06-01
2025-06-01 06:37:36,71.4,2025-06-01
2025-06-01 08:47:58,83.1,2025-06-01
2025-06-01 11:08:24,28.1,2025-06-01
2025-06-01 03:31:04,48.9,2025-06-01
2025-06-01 08:13:18,2.5,2025-06-01
2025-06-01 22:40:16,95.7,2025-06-01
2025-06-01 18:49:50,1.2,2025-06-01
2025-06-01 19:05:18,69.2,2025-06-01
2025-06-01 02:40:31,29.4,2025-06-01
2025-06-01 00:58:07,47.1,2025-06-01
2025-06-01 06:45:43,85.8,2025-06-01
2025-06-01 05:55:04,57.0,2025-06-01
2025-06-01 15:45:54,73.2,2025-06-01
2025-06-01 12:24:31,96.9,2025-06-01
2025-06-01 15:00:24,61.4,2025-06-01
2025-06-01 12:06:30,20.2,2025-06-01
2025-06-01 00:34:59,11.1,2025-06-01
2025-06-01 18:11:15,24.7,2025-06-01
2025-06-01 08:01:41,10.5,2025-06-01
2025-06-01 22:22:09,91.7,2025-06-01
2025-06-01 10:56:02,36.9,2025-06-01
2025-06-01 00:09:51,26.5,2025-06-01
2025-06-01 01:54:20,60.8,2025-06-01
2025-06-01 05:33:34,59.0,2025-06-01
2025-06-01 20:12:02,41.1,2025-06-01
2025-06-01 01:44:43,68.3,2025-06-01
2025-06-01 09:08:57,71.4,2025-06-01
2025-06-01 23:29:48,91.8,2025-06-01
2025-06-01 09:16:30,16.3,2025-06-01
2025-06-01 02:29:23,71.1,2025-06-01
2025-06-01 01:55:51,25.2,2025-06-01
2025-06-01 15:26:25,81.1,2025-06-01
2025-06-01 06:31:02,57.4,2025-06-01
2025-06-01 10:49:53,13.5,2025-06-01
2025-06-01 22:05:40,42.6,2025-06-01
2025-06-01 20:43:16,70.2,2025-06-01
2025-06-01 22:51:34,11.3,2025-06-01
2025-06-01 00:53:41,15.7,2025-06-01
2025-06-01 15:24:11,95.6,2025-06-01
2025-06-01 12:13:56,91.2,2025-06-01
2025-06-01 12:16:02,42.2,2025-06-01
2025-06-01 11:14:49,21.6,2025-06-01
2025-06-01 13:38:37,48.6,2025-06-01
2025-06-01 20:37:51,75.0,2025-06-01
2025-06-01 15:18:47,50.3,2025-06-01
2025-06-01 08:24:40,32.4,2025-06-01
2025-06-01 02:54:25,26.1,2025-06-01
2025-06-01 00:02:42,49.6,2025-06-01
2025-06-01 12:05:41,6.7,2025-06-01
2025-06-01 22:02:54,35.5,2025-06-01
2025-06-01 16:31:31,12.0,2025-06-01
2025-06-01 00:43:24,46.9,2025-06-01
2025-06-01 15:48:41,85.2,2025-06-01
2025-06-01 19:54:50,50.5,2025-06-01
2025-06-01 09:19:39,83.4,2025-06-01
2025-06-01 06:22:41,77.3,2025-06-01
2025-06-01 05:21:19,89.8,2025-06-01
2025-06-01 08:28:19,95.7,2025-06-01
2025-06-01 01:45:46,78.9,2025-06-01
2025-06-01 07:26:30,38.7,2025-06-01
2025-06-01 18:09:18,54.1,2025-06-01
2025-06-01 21:55:26,78.0,2025-06-01
2025-06-01 02:20:40,61.5,2025-06-01
2025-06-01 19:34:32,55.1,2025-06-01
2025-06-01 04:23:07,44.1,2025-06-01
2025-06-01 14:20:47,99.7,2025-06-01
2025-06-01 16:14:49,48.0,2025-06-01
2025-06-01 03:06:17,65.1,2025-06-01
2025-06-01 08:11:15,54.1,2025-06-01
2025-06-01 07:46:30,64.6,2025-06-01
2025-06-01 03:58:11,64.8,2025-06-01
2025-06-01 17:56:26,96.9,2025-06-01
2025-06-01 12:36:30,95.5,2025-06-01
2025-06-01 14:06:42,56.3,2025-06-01
2025-06-01 15:31:40,74.4,2025-06-01
2025-06-01 23:59:30,25.6,2025-06-01
2025-06-01 09:17:01,52.9,2025-06-01
2025-06-01 04:56:33,24.3,2025-06-01
2025-06-01 09:41:44,18.2,2025-06-01
2025-06-01 13:50:04,86.8,2025-06-01
2025-06-01 09:53:56,65.9,2025-06-01
2025-06-01 01:04:21,81.8,2025-06-01
2025-06-01 05:36:13,43.8,2025-06-01
2025-06-01 00:47:04,56.7,2025-06-01
2025-06-01 09:06:21,3.2,2025-06-01
2025-06-01 19:56:29,78.9,2025-06-01
2025-06-01 20:16:49,57.2,2025-06-01
2025-06-01 14:38:02,32.3,2025-06-01
2025-06-01 09:15:09,7.4,2025-06-01
2025-06-01 09:23:39,76.1,2025-06-01
2025-06-01 00:42:33,21.6,2025-06-01
2025-06-01 12:59:00,20.9,2025-06-01
2025-06-01 03:00:56,27.9,2025-06-01
2025-06-01 06:40:37,56.2,2025-06-01
2025-06-01 03:42:49,20.5,2025-06-01
2025-06-01 15:44:51,23.3,2025-06-01
2025-06-01 00:10:44,99.7,2025-06-01
2025-06-01 11:09:47,88.1,2025-06-01
2025-06-01 07:43:52,99.0,2025-06-01
2025-06-01 12:36:56,51.1,2025-06-01
2025-06-01 07:24:57,44.0,2025-06-01
2025-06-01 13:08:23,91.0,2025-06-01
2025-06-01 08:16:02,72.5,2025-06-01
2025-06-01 19:49:23,80.2,2025-06-01
2025-06-01 16:11:44,20.8,2025-06-01
2025-06-01 07:38:17,53.0,2025-06-01
2025-06-01 22:39:32,94.7,2025-06-01
2025-06-01 08:11:25,49.8,2025-06-01
2025-06-01 13:41:00,28.6,2025-06-01
2025-06-01 03:56:25,50.2,2025-06-01
2025-06-01 01:33:47,74.8,2025-06-01
2025-06-01 14:38:37,7.9,2025-06-01
2025-06-01 09:56:11,23.6,2025-06-01
2025-06-01 04:31:01,75.5,2025-06-01
2025-06-01 13:29:38,90.3,2025-06-01
2025-06-01 19:51:41,58.7,2025-06-01
2025-06-01 08:36:05,79.4,2025-06-01
2025-06-01 19:12:53,8.8,2025-06-01
2025-06-01 13:55:33,19.7,2025-06-01
2025-06-01 07:40:09,73.3,2025-06-01
2025-06-01 06:46:04,28.1,2025-06-01
2025-06-01 06:38:38,31.3,2025-06-01
2025-06-01 07:00:39,19.4,2025-06-01
2025-06-01 03:32:48,24.4,2025-06-01
2025-06-01 07:43:05,20.7,2025-06-01
2025-06-01 22:44:31,93.2,2025-06-01
2025-06-01 07:20:42,38.3,2025-06-01
2025-06-01 22:35:29,93.5,2025-06-01
2025-06-01 10:21:39,62.7,2025-06-01
2025-06-01 05:39:22,73.5,2025-06-01
2025-06-01 20:04:09,34.6,2025-06-01
2025-06-01 17:58:04,66.9,2025-06-01
2025-06-01 11:56:46,0.7,2025-06-01
2025-06-01 12:34:03,81.6,2025-06-01
2025-06-01 18:32:48,32.3,2025-06-01
2025-06-01 03:35:05,78.7,2025-06-01
2025-06-01 07:34:31,60.7,2025-06-01
2025-06-01 15:48:47,95.9,2025-06-01
2025-06-01 08:20:05,36.8,2025-06-01
2025-06-01 18:43:24,39.6,2025-06-01
2025-06-01 06:58:05,11.2,2025-06-01
2025-06-01 07:26:10,46.0,2025-06-01
2025-06-01 15:37:00,66.9,2025-06-01
2025-06-01 21:22:57,64.3,2025-06-01
2025-06-01 22:04:02,18.4,2025-06-01
2025-06-01 19:18:34,94.2,2025-06-01
2025-06-01 16:42:17,43.9,2025-06-01
2025-06-01 13:47:03,94.8,2025-06-01
2025-06-01 04:16:10,26.4,2025-06-01
2025-06-01 12:55:38,70.0,2025-06-01
2025-06-01 09:47:40,19.5,2025-06-01
2025-06-01 05:02:29,21.9,2025-06-01
2025-06-01 03:42:50,92.9,2025-06-01
2025-06-01 17:21:35,2.7,2025-06-01
2025-06-01 01:24:21,79.0,2025-06-01
2025-06-01 16:15:01,89.4,2025-06-01
2025-06-01 08:37:52,1.3,2025-06-01
2025-06-01 23:25:29,38.4,2025-06-01
2025-06-01 00:56:44,73.9,2025-06-01
2025-06-01 00:34:16,3.1,2025-06-01
2025-06-01 10:32:01,47.4,2025-06-01
2025-06-01 03:43:25,51.1,2025-06-01
2025-06-01 05:17:17,89.9,2025-06-01
2025-06-01 12:26:11,52.0,2025-06-01
2025-06-01 16:51:12,24.3,2025-06-01
2025-06-01 00:38:15,74.2,2025-06-01
2025-06-01 04:14:51,53.2,2025-06-01
2025-06-01 11:42:36,40.8,2025-06-01
2025-06-01 17:13:02,46.9,2025-06-01
2025-06-01 14:04:30,79.1,2025-06-01
2025-06-01 06:33:01,8.7,2025-06-01
2025-06-01 08:49:18,77.4,2025-06-01
2025-06-01 16:02:52,33.1,2025-06-01
2025-06-01 16:43:38,31.9,2025-06-01
2025-06-01 10:37:29,90.0,2025-06-01
2025-06-01 14:53:32,12.0,2025-06-01
2025-06-01 21:07:46,57.1,2025-06-01
2025-06-01 06:40:27,12.0,2025-06-01
2025-06-01 08:38:04,82.4,2025-06-01
2025-06-01 10:01:31,48.4,2025-06-01
2025-06-01 16:25:00,14.5,2025-06-01
2025-06-01 00:19:22,68.0,2025-06-01
2025-06-01 04:35:35,86.2,2025-06-01
2025-06-01 06:58:02,1.5,2025-06-01
2025-06-01 18:09:00,91.8,2025-06-01
2025-06-01 23:40:22,4.3,2025-06-01
2025-06-01 16:08:32,4.6,2025-06-01
2025-06-01 23:50:22,84.5,2025-06-01
2025-06-01 10:42:39,33.3,2025-06-01
2025-06-01 16:20:34,87.4,2025-06-01
2025-06-01 21:41:28,87.8,2025-06-01
2025-06-01 08:40:43,83.8,2025-06-01
2025-06-01 05:48:33,13.8,2025-06-01
2025-06-01 23:39:15,89.5,2025-06-01
2025-06-01 04:08:23,6.9,2025-06-01
2025-06-01 09:04:16,87.4,2025-06-01
2025-06-01 10:01:05,15.5,2025-06-01
2025-06-01 22:53:56,6.8,2025-06-01
2025-06-01 06:39:49,40.9,2025-06-01
2025-06-01 19:12:37,21.2,2025-06-01
2025-06-01 12:32:35,53.8,2025-06-01
2025-06-01 23:42:00,29.8,2025-06-01
2025-06-01 22:39:31,5.8,2025-06-01
2025-06-01 05:55:39,50.3,2025-06-01
2025-06-01 00:55:35,69.8,2025-06-01
2025-06-01 17:08:38,57.6,2025-06-01
2025-06-01 23:51:31,4.7,2025-06-01
2025-06-01 01:53:24,82.5,2025-06-01
2025-06-01 15:31:48,96.0,2025-06-01
2025-06-01 10:17:03,37.7,2025-06-01
2025-06-01 10:56:46,16.9,2025-06-01
2025-06-01 04:06:53,49.2,2025-06-01
2025-06-01 02:46:14,28.1,2025-06-01
2025-06-01 21:38:16,30.1,2025-06-01
2025-06-01 19:17:18,72.5,2025-06-01
2025-06-01 05:57:03,31.5,2025-06-01
2025-06-01 09:33:43,40.1,2025-06-01
2025-06-01 04:35:48,12.5,2025-06-01
2025-06-01 07:34:15,6.8,2025-06-01
2025-06-01 23:52:57,69.2,2025-06-01
2025-06-01 14:24:12,43.8,2025-06-01
2025-06-01 14:59:33,30.1,2025-06-01
2025-06-01 11:06:37,43.8,2025-06-01
2025-06-01 13:02:50,94.0,2025-06-01
2025-06-01 17:31:22,21.6,2025-06-01
2025-06-01 02:38:23,98.2,2025-06-01
2025-06-01 20:55:08,54.7,2025-06-01
2025-06-01 15:25:32,14.9,2025-06-01
2025-06-01 21:21:21,96.9,2025-06-01
2025-06-01 09:45:34,7.1,2025-06-01
2025-06-01 00:37:34,60.2,2025-06-01
2025-06-01 18:56:32,68.9,2025-06-01
2025-06-01 21:44:39,14.1,2025-06-01
2025-06-01 00:58:24,0.8,2025-06-01
2025-06-01 20:27:41,58.5,2025-06-01
2025-06-01 12:23:04,20.6,2025-06-01
2025-06-01 06:33:39,32.2,2025-06-01
2025-06-01 19:08:43,16.7,2025-06-01
2025-06-01 22:10:52,1.6,2025-06-01
2025-06-01 15:16:56,19.0,2025-06-01
2025-06-01 21:49:05,53.7,2025-06-01
2025-06-01 21:20:14,24.2,2025-06-01
2025-06-01 19:23:41,93.4,2025-06-01
2025-06-01 04:24:27,94.6,2025-06-01
2025-06-01 03:07:36,44.9,2025-06-01
2025-06-01 21:42:37,67.6,2025-06-01
2025-06-01 18:39:37,54.3,2025-06-01
2025-06-01 04:11:36,75.3,2025-06-01
2025-06-01 00:29:22,67.5,2025-06-01
2025-06-01 21:07:19,27.0,2025-06-01
2025-06-01 22:16:28,80.9,2025-06-01
2025-06-01 16:07:48,92.7,2025-06-01
2025-06-01 12:13:26,25.4,2025-06-01
2025-06-01 08:52:18,63.0,2025-06-01
2025-06-01 14:30:21,31.9,2025-06-01
2025-06-01 15:32:28,42.3,2025-06-01
2025-06-01 22:00:43,71.1,2025-06-01
2025-06-01 00:13:17,5.9,2025-06-01
2025-06-01 15:07:40,27.0,2025-06-01
2025-06-01 21:37:45,58.8,2025-06-01
